Coordinates,Traffic,Passenger Frequency,Landmark Proximity
"[16.44136, 120.59353]",0.2,1.5,True
"[16.4413, 120.59359]",0.35,1.5,False
"[16.44128, 120.59361]",0.0,2.4000000000000004,True
"[16.44121, 120.59368]",0.25,2.4000000000000004,True
"[16.4409, 120.59411]",0.45,1.5,False
"[16.44089, 120.59412]",0.3,2.1000000000000005,True
"[16.44069, 120.59443]",0.15,0.9000000000000004,False
"[16.4406, 120.59455]",0.3,0.30000000000000004,True
"[16.44056, 120.59462]",0.35,1.2000000000000002,True
"[16.44048, 120.59469]",0.35,1.8000000000000007,True
"[16.44036, 120.59475]",0.4,1.8000000000000007,True
"[16.4403, 120.59477]",0.15,0.6000000000000001,False
"[16.44023, 120.59478]",0.4,3.0,True
"[16.44018, 120.59478]",0.45,0.9000000000000004,False
"[16.44016, 120.59478]",0.4,1.5,True
"[16.44001, 120.59477]",0.45,2.7,True
"[16.43972, 120.5947]",0.3,2.4000000000000004,False
"[16.43964, 120.59472]",0.3,1.2000000000000002,False
"[16.43946, 120.5947]",0.45,1.8000000000000007,False
"[16.43928, 120.59468]",0.15,2.1000000000000005,False
"[16.43916, 120.59467]",0.05,2.4000000000000004,False
"[16.4391, 120.59467]",0.4,0.30000000000000004,True
"[16.43892, 120.59468]",0.2,1.5,True
"[16.43889, 120.59468]",0.25,2.4000000000000004,True
"[16.43874, 120.5947]",0.45,1.8000000000000007,True
"[16.43856, 120.59473]",0.2,2.7,True
"[16.4385, 120.59473]",0.1,1.2000000000000002,True
"[16.43838, 120.59476]",0.05,1.2000000000000002,False
"[16.43834, 120.59477]",0.35,0.9000000000000004,False
"[16.43823, 120.59479]",0.25,2.1000000000000005,True
"[16.43803, 120.59485]",0.1,3.0,True
"[16.43755, 120.595]",0.4,0.9000000000000004,True
"[16.43735, 120.59508]",0.5,2.4000000000000004,True
"[16.43725, 120.59512]",0.35,2.1000000000000005,True
"[16.4371, 120.59519]",0.2,2.4000000000000004,False
"[16.43682, 120.5953]",0.25,1.5,False
"[16.43641, 120.59542]",0.25,2.1000000000000005,True
"[16.43619, 120.59547]",0.4,1.8000000000000007,True
"[16.43585, 120.59553]",0.35,1.8000000000000007,True
"[16.43558, 120.5956]",0.5,1.2000000000000002,True
"[16.4354, 120.59567]",0.05,2.4000000000000004,True
"[16.4353, 120.5957]",0.45,1.2000000000000002,False
"[16.43519, 120.59574]",0.3,1.2000000000000002,True
"[16.43504, 120.59581]",0.45,0.6000000000000001,True
"[16.43496, 120.59588]",0.45,1.5,True
"[16.43492, 120.59592]",0.0,0.6000000000000001,True
"[16.43484, 120.59603]",0.3,2.4000000000000004,False
"[16.43475, 120.59618]",0.45,2.7,True
"[16.4347, 120.59627]",0.25,2.1000000000000005,True
"[16.43463, 120.59636]",0.2,0.6000000000000001,False
"[16.4345, 120.59647]",0.0,1.8000000000000007,True
"[16.43435, 120.5966]",0.25,1.8000000000000007,True
"[16.43428, 120.59665]",0.15,1.8000000000000007,False
"[16.43426, 120.59666]",0.05,1.5,False
"[16.43417, 120.59671]",0.2,0.30000000000000004,False
"[16.4339, 120.59686]",0.15,0.30000000000000004,False
"[16.43376, 120.59695]",0.35,0.9000000000000004,False
"[16.43346, 120.59705]",0.15,2.4000000000000004,False
"[16.43328, 120.59709]",0.25,3.0,True
"[16.43292, 120.5971]",0.15,2.4000000000000004,False
"[16.43264, 120.5971]",0.05,2.1000000000000005,True
"[16.43252, 120.59711]",0.3,2.4000000000000004,False
"[16.43242, 120.59714]",0.3,1.2000000000000002,True
"[16.43239, 120.59716]",0.45,1.8000000000000007,True
"[16.43229, 120.5972]",0.0,2.1000000000000005,True
"[16.43223, 120.59723]",0.1,1.5,True
"[16.43206, 120.59731]",0.4,2.4000000000000004,True
"[16.43177, 120.59746]",0.4,0.9000000000000004,True
"[16.43175, 120.59747]",0.15,3.0,True
"[16.43168, 120.59749]",0.25,2.4000000000000004,True
"[16.43165, 120.59749]",0.1,2.7,False
"[16.43159, 120.59749]",0.35,2.7,False
"[16.43154, 120.59747]",0.25,1.2000000000000002,False
"[16.4315, 120.59745]",0.25,0.9000000000000004,False
"[16.43143, 120.5974]",0.35,1.2000000000000002,True
"[16.43136, 120.59733]",0.35,2.7,False
"[16.43134, 120.59732]",0.2,1.5,True
"[16.43122, 120.59721]",0.25,2.1000000000000005,False
"[16.43108, 120.59709]",0.45,0.30000000000000004,True
"[16.43095, 120.59697]",0.35,0.6000000000000001,False
"[16.43086, 120.59689]",0.05,0.9000000000000004,False
"[16.43081, 120.59684]",0.5,1.5,True
"[16.43067, 120.59672]",0.3,3.0,True
"[16.43054, 120.5966]",0.4,0.9000000000000004,False
"[16.4304, 120.59648]",0.45,2.1000000000000005,False
"[16.43026, 120.59636]",0.4,0.6000000000000001,False
"[16.43023, 120.59634]",0.05,1.8000000000000007,False
"[16.43008, 120.5962]",0.45,0.9000000000000004,False
"[16.42991, 120.59601]",0.4,2.4000000000000004,False
"[16.42978, 120.59587]",0.2,0.30000000000000004,True
"[16.42966, 120.59573]",0.1,0.30000000000000004,False
"[16.42955, 120.59561]",0.45,1.8000000000000007,True
"[16.42953, 120.5956]",0.2,2.1000000000000005,False
"[16.42942, 120.59545]",0.3,0.9000000000000004,False
"[16.42931, 120.59531]",0.35,0.30000000000000004,True
"[16.42919, 120.59516]",0.3,1.5,False
"[16.42908, 120.59502]",0.25,2.4000000000000004,True
"[16.42897, 120.59487]",0.4,1.5,False
"[16.42896, 120.59486]",0.0,0.9000000000000004,True
"[16.42886, 120.59472]",0.4,2.4000000000000004,True
"[16.42876, 120.59456]",0.35,3.0,False
"[16.42865, 120.59441]",0.3,2.1000000000000005,False
"[16.42856, 120.59428]",0.5,0.30000000000000004,True
"[16.42855, 120.59426]",0.2,1.5,True
"[16.42847, 120.59418]",0.25,0.9000000000000004,False
"[16.42842, 120.59415]",0.1,2.7,False
"[16.42841, 120.59414]",0.35,1.5,True
"[16.42835, 120.59411]",0.1,1.2000000000000002,True
"[16.42828, 120.5941]",0.45,1.8000000000000007,True
"[16.42825, 120.59409]",0.05,2.4000000000000004,True
"[16.42824, 120.59409]",0.45,1.2000000000000002,False
"[16.42806, 120.5941]",0.45,2.4000000000000004,True
"[16.42793, 120.59411]",0.45,1.8000000000000007,False
"[16.42757, 120.59412]",0.0,1.2000000000000002,True
"[16.42739, 120.59413]",0.15,1.5,True
"[16.42729, 120.5941]",0.1,1.5,True
"[16.42706, 120.59412]",0.4,0.30000000000000004,True
"[16.427, 120.59412]",0.0,1.8000000000000007,True
"[16.42687, 120.59412]",0.45,2.1000000000000005,False
"[16.42675, 120.59411]",0.05,1.5,True
"[16.42659, 120.59409]",0.25,1.8000000000000007,False
"[16.42647, 120.59408]",0.35,2.4000000000000004,False
"[16.42641, 120.59407]",0.3,0.9000000000000004,True
"[16.42635, 120.59406]",0.5,0.30000000000000004,True
"[16.42627, 120.59404]",0.0,1.8000000000000007,True
"[16.42623, 120.59403]",0.0,1.8000000000000007,True
"[16.42621, 120.59403]",0.1,0.30000000000000004,True
"[16.42613, 120.59399]",0.15,1.8000000000000007,True
"[16.42608, 120.59396]",0.05,0.30000000000000004,False
"[16.42607, 120.59396]",0.35,1.8000000000000007,True
"[16.42602, 120.59392]",0.5,1.2000000000000002,True
"[16.42592, 120.59384]",0.2,2.1000000000000005,True
"[16.42586, 120.59378]",0.45,0.6000000000000001,True
"[16.42581, 120.59371]",0.15,1.2000000000000002,False
"[16.42573, 120.5936]",0.45,0.6000000000000001,False
"[16.42563, 120.59345]",0.4,1.8000000000000007,True
"[16.42554, 120.5933]",0.4,2.4000000000000004,False
"[16.42547, 120.5932]",0.45,1.2000000000000002,True
"[16.42542, 120.59314]",0.05,1.5,False
"[16.42539, 120.5931]",0.05,2.4000000000000004,True
"[16.42536, 120.59306]",0.5,1.5,False
"[16.42535, 120.59305]",0.05,3.0,False
"[16.42523, 120.59292]",0.45,0.6000000000000001,False
"[16.42511, 120.59278]",0.25,2.4000000000000004,False
"[16.42499, 120.59265]",0.15,1.8000000000000007,True
"[16.42493, 120.59259]",0.1,2.7,False
"[16.42486, 120.59252]",0.05,0.6000000000000001,False
"[16.42463, 120.59226]",0.15,1.2000000000000002,False
"[16.4246, 120.59222]",0.1,2.7,False
"[16.42454, 120.59216]",0.3,0.30000000000000004,True
"[16.4245, 120.59225]",0.25,1.5,False
"[16.42449, 120.59228]",0.3,0.30000000000000004,True
"[16.42448, 120.59231]",0.35,1.5,True
"[16.42447, 120.59233]",0.1,1.5,True
"[16.42446, 120.59235]",0.1,2.7,True
"[16.42445, 120.59237]",0.15,1.5,False
"[16.42444, 120.59237]",0.25,1.8000000000000007,True
"[16.42443, 120.59239]",0.05,0.6000000000000001,True
"[16.4244, 120.5924]",0.35,0.6000000000000001,True
"[16.42437, 120.59241]",0.25,0.30000000000000004,False
"[16.42436, 120.59242]",0.45,3.0,True
"[16.42431, 120.59243]",0.2,2.4000000000000004,True
"[16.42422, 120.59247]",0.35,0.9000000000000004,False
"[16.42407, 120.59256]",0.3,1.2000000000000002,True
"[16.4238, 120.5928]",0.05,0.9000000000000004,True
"[16.42372, 120.59289]",0.1,1.5,False
"[16.42365, 120.59299]",0.4,2.4000000000000004,True
"[16.42361, 120.59305]",0.1,2.4000000000000004,False
"[16.42353, 120.59314]",0.0,2.4000000000000004,True
"[16.42337, 120.5933]",0.0,2.7,False
"[16.42333, 120.59333]",0.05,2.4000000000000004,True
"[16.4233, 120.59334]",0.25,2.1000000000000005,True
"[16.42326, 120.59336]",0.1,2.7,False
"[16.42321, 120.59336]",0.15,1.2000000000000002,False
"[16.42311, 120.59336]",0.35,2.1000000000000005,False
"[16.42283, 120.5933]",0.4,1.5,False
"[16.42268, 120.59327]",0.3,1.5,False
"[16.42245, 120.59324]",0.35,2.4000000000000004,True
"[16.42214, 120.59324]",0.45,1.2000000000000002,False
"[16.42191, 120.59325]",0.1,2.7,False
"[16.42159, 120.59327]",0.2,1.5,False
"[16.42146, 120.59327]",0.0,0.9000000000000004,False
"[16.42135, 120.59327]",0.5,2.4000000000000004,True
"[16.42124, 120.59326]",0.0,2.7,False
"[16.42119, 120.59326]",0.45,3.0,True
"[16.42103, 120.59323]",0.4,2.1000000000000005,True
"[16.42058, 120.59311]",0.0,0.30000000000000004,False
"[16.42045, 120.59308]",0.0,0.6000000000000001,False
"[16.4204, 120.59307]",0.2,2.4000000000000004,True
"[16.42036, 120.59306]",0.3,1.8000000000000007,True
"[16.42029, 120.59307]",0.15,0.30000000000000004,False
"[16.42017, 120.59309]",0.2,2.1000000000000005,False
"[16.42008, 120.59314]",0.1,2.1000000000000005,True
"[16.42002, 120.59321]",0.45,2.7,True
"[16.41992, 120.59332]",0.0,0.9000000000000004,True
"[16.41981, 120.5935]",0.1,1.2000000000000002,False
"[16.41977, 120.59359]",0.3,0.6000000000000001,True
"[16.41974, 120.59368]",0.45,1.8000000000000007,True
"[16.41972, 120.59382]",0.05,3.0,True
"[16.41971, 120.59385]",0.15,1.2000000000000002,False
"[16.41968, 120.59406]",0.15,2.7,False
"[16.41965, 120.59418]",0.25,1.5,True
"[16.41962, 120.59426]",0.2,2.1000000000000005,True
"[16.41958, 120.59433]",0.35,0.9000000000000004,False
"[16.41954, 120.59438]",0.15,1.8000000000000007,True
"[16.41945, 120.5945]",0.45,1.5,False
"[16.41938, 120.59462]",0.1,2.1000000000000005,True
"[16.41929, 120.59472]",0.2,0.6000000000000001,True
"[16.41923, 120.59478]",0.15,2.4000000000000004,True
"[16.41918, 120.5948]",0.4,2.7,False
"[16.41914, 120.59482]",0.0,0.9000000000000004,False
"[16.4191, 120.59483]",0.45,1.5,False
"[16.41907, 120.59484]",0.2,1.8000000000000007,False
"[16.41905, 120.59484]",0.2,0.9000000000000004,False
"[16.41899, 120.59483]",0.25,3.0,False
"[16.41859, 120.59477]",0.25,1.8000000000000007,False
"[16.41842, 120.59476]",0.4,1.2000000000000002,True
"[16.41836, 120.59476]",0.3,0.9000000000000004,True
"[16.41829, 120.59478]",0.4,2.1000000000000005,False
"[16.41818, 120.5948]",0.0,3.0,True
"[16.41801, 120.59487]",0.35,1.5,True
"[16.41787, 120.59494]",0.4,0.6000000000000001,True
"[16.41773, 120.59504]",0.3,2.4000000000000004,False
"[16.41756, 120.59522]",0.5,0.6000000000000001,True
"[16.41737, 120.59546]",0.1,2.4000000000000004,False
"[16.41725, 120.5956]",0.35,1.8000000000000007,True
"[16.41722, 120.59563]",0.3,0.30000000000000004,True
